timestamp,open,high,low,close,volume
2020-01-01 00:00:00,128.54,128.54,128.12,128.34,1910.23945475
2020-01-01 01:00:00,128.33,130.14,128.32,130.14,4916.26114071
2020-01-01 02:00:00,130.23,130.5,129.91,130.37,3044.7458358
2020-01-01 03:00:00,130.38,130.44,129.38,129.57,3829.07914065
2020-01-01 04:00:00,129.58,130.0,129.5,129.56,5416.86864899
2020-01-01 05:00:00,129.55,129.94,129.47,129.83,1789.72782679
2020-01-01 06:00:00,129.83,130.25,129.82,130.0,909.71828672
2020-01-01 07:00:00,130.0,130.25,129.8,129.87,866.22584185
2020-01-01 08:00:00,129.87,130.01,129.61,130.01,1034.71834475
2020-01-01 09:00:00,130.02,130.22,129.96,129.98,830.42917385
2020-01-01 10:00:00,129.98,130.33,129.88,130.33,564.36166566
2020-01-01 11:00:00,130.33,131.42,130.23,130.36,1857.75926611
2020-01-01 12:00:00,130.38,131.31,130.36,131.28,1688.6394726
2020-01-01 13:00:00,131.28,132.08,131.04,131.41,4327.96619463
2020-01-01 14:00:00,131.36,132.05,130.93,131.66,1087.60675341
2020-01-01 15:00:00,131.71,132.15,131.29,131.75,1277.48157701
2020-01-01 16:00:00,131.73,132.56,131.51,132.55,2050.91384464
2020-01-01 17:00:00,132.56,132.68,131.94,131.97,1846.20527873
2020-01-01 18:00:00,131.97,132.14,131.24,131.64,2025.07846725
2020-01-01 19:00:00,131.55,131.72,131.15,131.34,1278.7266515
2020-01-01 20:00:00,131.45,131.87,131.23,131.73,1233.76265075
2020-01-01 21:00:00,131.81,131.99,130.97,131.41,8899.99013475
2020-01-01 22:00:00,131.41,131.41,129.36,129.77,3165.85896442
2020-01-01 23:00:00,129.78,130.27,129.24,130.19,1660.13038997
2020-01-02 00:00:00,130.14,130.18,129.67,130.0,2310.92264453
2020-01-02 01:00:00,130.0,130.0,129.69,129.76,819.75671348
2020-01-02 02:00:00,129.76,129.76,128.28,129.21,2467.13864111
2020-01-02 03:00:00,129.19,129.19,128.36,128.56,1231.62472474
2020-01-02 04:00:00,128.51,129.25,128.21,129.12,1201.78263409
2020-01-02 05:00:00,129.02,129.19,128.78,129.08,666.48023803
2020-01-02 06:00:00,129.07,129.44,128.59,128.78,690.31159846
2020-01-02 07:00:00,128.79,129.07,128.41,128.65,526.01618701
2020-01-02 08:00:00,128.61,129.7,128.61,129.68,1259.46806283
2020-01-02 09:00:00,129.67,129.67,129.07,129.46,404.71275703
2020-01-02 10:00:00,129.45,129.7,129.28,129.39,1033.0567624
2020-01-02 11:00:00,129.33,129.43,128.97,129.16,579.74515922
2020-01-02 12:00:00,129.16,129.52,129.06,129.51,697.75596192
2020-01-02 13:00:00,129.51,129.53,128.45,128.97,1297.98204062
2020-01-02 14:00:00,128.97,129.45,128.81,129.03,1452.04115127
2020-01-02 15:00:00,128.99,129.41,128.96,129.26,941.16763459
2020-01-02 16:00:00,129.26,129.36,126.4,127.22,11614.28243367
2020-01-02 17:00:00,127.21,127.21,125.83,126.91,7867.57770928
2020-01-02 18:00:00,126.92,127.33,126.66,127.12,1884.55336999
2020-01-02 19:00:00,127.11,127.32,126.68,127.25,1895.17253179
2020-01-02 20:00:00,127.26,127.29,126.51,126.82,3100.96479258
2020-01-02 21:00:00,126.8,127.51,126.75,127.39,2392.46247665
2020-01-02 22:00:00,127.39,127.39,126.84,127.01,1964.80479389
2020-01-02 23:00:00,126.95,127.01,126.59,126.81,911.78799619
2020-01-03 00:00:00,126.81,127.22,126.55,126.65,1134.05098761
2020-01-03 01:00:00,126.65,126.65,125.52,125.63,2631.28437425
2020-01-03 02:00:00,125.63,126.65,125.53,126.61,1713.94587603
2020-01-03 03:00:00,126.61,126.69,126.23,126.52,1669.17359948
2020-01-03 04:00:00,126.51,129.83,126.51,129.14,6914.14871797
2020-01-03 05:00:00,129.12,129.67,128.44,128.96,3584.39419088
2020-01-03 06:00:00,128.93,129.18,128.57,129.08,2197.93381485
2020-01-03 07:00:00,129.08,129.37,128.55,128.58,4958.64540787
2020-01-03 08:00:00,128.54,132.86,128.53,131.95,6275.28658513
2020-01-03 09:00:00,131.95,132.73,131.63,132.18,3327.17577773
2020-01-03 10:00:00,132.19,132.59,131.4,131.98,3225.6090366
2020-01-03 11:00:00,131.92,132.45,131.74,132.27,1707.98898222
2020-01-03 12:00:00,132.41,132.79,131.69,132.14,1533.21750315
2020-01-03 13:00:00,132.17,133.68,132.17,133.4,4447.3752581
2020-01-03 14:00:00,133.41,133.65,131.0,131.62,5141.44070982
2020-01-03 15:00:00,131.63,132.5,131.47,132.5,1945.3497834
2020-01-03 16:00:00,132.49,133.68,131.96,133.42,5732.01529999
2020-01-03 17:00:00,133.43,134.93,132.58,134.05,8909.50999118
2020-01-03 18:00:00,133.97,134.21,133.25,133.39,2151.01211275
