timestamp,open,high,low,close,volume,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,rsi,sma_20,sma_50,atr,obv,open_norm,high_norm,low_norm,close_norm,volume_norm,ema_12_norm,ema_26_norm,macd_norm,macd_signal_norm,macd_hist_norm,bb_upper_norm,bb_middle_norm,bb_lower_norm,rsi_norm,sma_20_norm,sma_50_norm,atr_norm,obv_norm,open_norm_norm,high_norm_norm,low_norm_norm,close_norm_norm,volume_norm_norm
2023-01-01,16531.83,16621.0,16490.0,16611.58,10668.73697739,16611.58,16611.58,0.0,0.0,0.0,54577.54329916118,50259.63636261559,45941.72942606999,56.51950425681118,50259.63636261559,49816.096723521325,131.0,0.0,,,,,-0.009819534527809249,-1.3864995755839715,-1.3804661862697991,-0.48303414716645354,-0.5155330432401245,0.00777207806608258,2.8722855322538087e-16,0.0,0.0,-4.905645537022408e-16,0.0,3.3694279303132607e-16,-1.5603389593386936,-2.3553851272129984,,,,,-0.009819534527808463
2023-01-02,16611.9,16789.99,16542.52,16666.95,13560.46017964,16620.098461538462,16615.681481481482,4.41698005697981,0.883396011395962,3.533584045583848,54577.54329916118,50259.63636261559,45941.72942606999,100.0,50259.63636261559,49816.096723521325,189.23500000000055,13560.46017964,0.10137125997829484,0.33628666109061567,0.036552882979041176,0.041445976453500386,0.3295829337679092,-1.386144408691679,-1.3802920117882713,-0.4801778528495016,-0.5149262513284621,0.015460614830432873,2.8722855322538087e-16,0.0,0.0,3.0019292176975014,0.0,3.3694279303132607e-16,-1.5100320407283623,-2.279024408776041,0.10137125997829485,0.3362866610906157,0.03655288297904119,0.04144597645350039,0.32958293376791004
2023-01-03,16666.86,16772.3,16600.0,16669.47,17612.35527749,16627.694082840237,16619.665816186556,8.028266653680475,2.312370139852865,5.7158965138276105,54577.54329916118,50259.63636261559,45941.72942606999,100.0,50259.63636261559,49816.096723521325,183.59000000000012,31172.815457130004,0.04068562206420489,-0.14438243285854474,0.048238218802131035,-0.08464965361279049,0.6995546372276594,-1.3858277185005448,-1.3801228120894253,-0.47784257008843484,-0.5139447097186552,0.020208991953190644,2.8722855322538087e-16,0.0,0.0,3.0019292176975014,0.0,3.3694279303132607e-16,-1.5149085334828112,-2.1798469410102106,0.040685622064204896,-0.1443824328585448,0.04823821880213105,-0.08464965361279048,0.6995546372276603
2023-01-04,16668.95,16988.0,16645.87,16844.42,25922.70680625,16661.036531634047,16636.31427424681,24.722257387235004,6.794347589329293,17.927909797905713,54577.54329916118,50259.63636261559,45941.72942606999,100.0,50259.63636261559,49816.096723521325,223.2250000000004,57095.52226338,-0.08545959389681441,0.45086225793701074,0.01953812887451204,0.3238023215870238,1.2465238169229726,-1.384437545654655,-1.3794158147364024,-0.4670471962709439,-0.5108661043938494,0.04678045930479144,2.8722855322538087e-16,0.0,0.0,3.0019292176975014,0.0,3.3694279303132607e-16,-1.4806694209367397,-2.033872800801615,-0.08545959389681443,0.4508622579370108,0.019538128874512055,0.3238023215870238,1.2465238169229738
2023-01-05,16844.4,16872.13,16750.07,16825.69,14918.22913349,16686.36783445958,16650.342105784082,36.025728675496794,12.640623806562791,23.385104868934,54577.54329916118,50259.63636261559,45941.72942606999,92.55475613149429,50259.63636261559,49816.096723521325,202.99200000000056,42177.29312989,0.3252227252172657,-0.3935327174343787,0.16039895804242016,-0.13481599835401523,0.46462145539306093,-1.38338138779544,-1.378820105528402,-0.45973766795385945,-0.5068503820267583,0.0586544785420782,2.8722855322538087e-16,0.0,0.0,2.487903452357611,0.0,3.3694279303132607e-16,-1.4981479112645977,-2.1178792931587704,0.32522272521726575,-0.39353271743437873,0.1603989580424202,-0.13481599835401523,0.46462145539306177
2023-01-06,16825.53,17027.11,16670.82,16948.06,24235.38704157,16726.628167619645,16672.39528313341,54.23288448623498,20.959075942497236,33.27380854373774,54577.54329916118,50259.63636261559,45941.72942606999,94.99117505482172,50259.63636261559,49816.096723521325,228.54166666666728,66412.68017146,-0.13493413214409694,0.2944473201239494,-0.2840471451020829,0.19700937924845346,1.1512787069072543,-1.3817027821755672,-1.3778835900892368,-0.4479637873840593,-0.5011365578657683,0.0801707806236754,2.8722855322538087e-16,0.0,0.0,2.6561158203969852,0.0,3.3694279303132607e-16,-1.4760765623932817,-1.9814066704323983,-0.13493413214409697,0.2944473201239495,-0.2840471451020829,0.19700937924845346,1.1512787069072554
2023-01-07,16948.0,16977.76,16903.58,16942.37,5680.11799379,16759.819218755085,16692.393410308712,67.42580844637268,30.252422443272323,37.17338600310036,54577.54329916118,50259.63636261559,45941.72942606999,93.56742090983278,50259.63636261559,49816.096723521325,206.49000000000004,60732.56217767,0.1974708121877318,-0.22392112048972657,0.4689720038781824,-0.1039808436172867,-0.9018325674012031,-1.3803189216708887,-1.3770343448962474,-0.43943242132734084,-0.49475309290079095,0.08865566290607413,2.8722855322538087e-16,0.0,0.0,2.5578186622434984,0.0,3.3694279303132607e-16,-1.495126127091868,-2.0133921550742624,0.19747081218773183,-0.22392112048972662,0.4689720038781824,-0.10398084361728668,-0.9018325674012024
2023-01-08,16942.37,17167.52,16910.41,17125.18,9195.45985397,16816.02856971584,16724.45167621177,91.57689350406872,42.51731665543161,49.05957684863712,54577.54329916118,50259.63636261559,45941.72942606999,95.6582035417108,50259.63636261559,49816.096723521325,212.8175000000001,69928.02203164,-0.1036269337362324,0.37927783279122385,-0.0757812271279933,0.3353845051480563,-0.22011701921943388,-1.377975341153634,-1.3756729510029546,-0.42381482602271375,-0.4863285148980291,0.1145181906187533,2.8722855322538087e-16,0.0,0.0,2.702168016205782,0.0,3.3694279303132607e-16,-1.489660049518126,-1.9616113223071265,-0.10362693373623241,0.3792778327912239,-0.07578122712799329,0.3353845051480563,-0.22011701921943314
2023-01-09,17125.17,17396.25,17102.97,17177.98,33252.15435855,16871.71340514417,16758.04636686275,113.66703828142272,56.74726098062983,56.91977730079289,54577.54329916118,50259.63636261559,45941.72942606999,96.03081724205158,50259.63636261559,49816.096723521325,221.75777777777773,103180.17639019,0.33559090069135106,0.4705253537470328,0.36607083419737707,0.031552083909944253,1.5988883782186447,-1.3756536296735016,-1.3742463109333514,-0.40952996302259775,-0.4765541724643421,0.13162078089875245,2.8722855322538087e-16,0.0,0.0,2.7278935727995703,0.0,3.3694279303132607e-16,-1.4819368963195272,-1.7743641077761751,0.3355909006913511,0.47052535374703286,0.36607083419737707,0.03155208390994426,1.5988883782186458
2023-01-10,17177.94,17494.37,17145.1,17443.5,24901.57485784,16959.68057358353,16808.8207100581,150.85986352543114,75.5697814895901,75.29008203584104,54577.54329916118,50259.63636261559,45941.72942606999,97.22739452291182,50259.63636261559,49816.096723521325,234.509,128081.75124803,0.03170119461957475,0.14301041058785144,0.007432084323645729,0.5182445081871098,1.1896527369021137,-1.3719859455855559,-1.3720901156802732,-0.3854787665024836,-0.4636252560388654,0.1715917456489057,2.8722855322538087e-16,0.0,0.0,2.8105062532497485,0.0,3.3694279303132607e-16,-1.4709216185910892,-1.6341400946404487,0.031701194619574755,0.14301041058785144,0.007432084323645744,0.5182445081871098,1.1896527369021148
