timestamp,open,high,low,close,volume,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,RSI,SMA_20,SMA_50,ATR,OBV
2023-01-01,16531.83,16621.0,16490.0,16611.58,10668.73697739,16611.58,16611.58,0.0,0.0,0.0,,,,,,,131.0,0.0
2023-01-02,16611.9,16789.99,16542.52,16666.95,13560.46017964,16620.098461538462,16615.681481481482,4.41698005697981,0.883396011395962,3.533584045583848,,,,100.0,,,189.23500000000058,13560.46017964
2023-01-03,16666.86,16772.3,16600.0,16669.47,17612.35527749,16627.694082840237,16619.665816186556,8.028266653680475,2.312370139852865,5.7158965138276105,,,,100.0,,,183.59000000000015,31172.815457130004
2023-01-04,16668.95,16988.0,16645.87,16844.42,25922.70680625,16661.036531634047,16636.31427424681,24.722257387235004,6.794347589329293,17.927909797905713,,,,100.0,,,223.22500000000036,57095.52226338
2023-01-05,16844.4,16872.13,16750.07,16825.69,14918.22913349,16686.36783445958,16650.342105784082,36.025728675496794,12.640623806562793,23.385104868934,,,,92.55475613149427,,,202.99200000000056,42177.29312989
2023-01-06,16825.53,17027.11,16670.82,16948.06,24235.38704157,16726.628167619645,16672.39528313341,54.23288448623498,20.959075942497233,33.27380854373774,,,,94.99117505482172,,,228.54166666666728,66412.68017146
2023-01-07,16948.0,16977.76,16903.58,16942.37,5680.11799379,16759.819218755085,16692.393410308712,67.42580844637268,30.252422443272323,37.17338600310036,,,,93.56742090983278,,,206.49000000000004,60732.56217767
2023-01-08,16942.37,17167.52,16910.41,17125.18,9195.45985397,16816.02856971584,16724.45167621177,91.57689350406872,42.51731665543161,49.059576848637114,,,,95.6582035417108,,,212.8175000000001,69928.02203164
2023-01-09,17125.17,17396.25,17102.97,17177.98,33252.15435855,16871.71340514417,16758.04636686275,113.66703828142272,56.74726098062983,56.91977730079289,,,,96.03081724205158,,,221.75777777777773,103180.17639019
2023-01-10,17177.94,17494.37,17145.1,17443.5,24901.57485784,16959.68057358353,16808.8207100581,150.85986352543114,75.5697814895901,75.29008203584104,,,,97.22739452291182,,,234.50900000000001,128081.75124802999
2023-01-11,17443.5,17998.0,17315.08,17944.27,27251.01602186,17111.155869955295,16892.92806486861,218.22780508668438,104.10138620900896,114.12641887767542,,,,98.23239451911998,,,275.27363636363623,155332.76726989
2023-01-12,17944.15,19115.85,17904.83,18847.75,61938.44269045,17378.32419765448,17037.72968969316,340.59450796132296,151.40001055947175,189.1944974018512,,,,98.93129570548918,,,353.2524999999996,217271.20996034
2023-01-13,18847.77,20000.0,18714.8,19934.88,55049.6223488,17771.64047493841,17252.333416382553,519.3070585558562,224.98142015874865,294.3256383971076,,,,99.27583077808151,,,424.9407692307689,272320.83230914
2023-01-14,19934.07,21321.98,19893.25,20957.02,58239.87328811,18261.698863409423,17526.75464479866,734.9442186107626,326.9739798491514,407.9702387616112,,,,99.44427756082904,,,496.6399999999997,330560.70559725
2023-01-15,20956.2,21057.3,20560.16,20879.7,25709.30241812,18664.46826903874,17775.12096740617,889.3473016325734,439.4486442058358,449.89865742673754,,,,97.59494036227244,,,496.675714285714,304851.40317913005
2023-01-16,20879.67,21465.62,20611.45,21187.5,41151.35428763,19052.626996878935,18027.889784635343,1024.7372122435918,556.506357813387,468.2308544302048,,,,97.77252697181545,,,522.2110204081629,346002.75746676006
2023-01-17,21191.46,21595.0,20844.73,21136.33,32656.47978348,19373.19668966679,18258.144615403096,1115.0520742636945,668.2155011034486,446.83657316024596,,,,96.49688400064214,,,538.5009475218656,313346.27768328006
2023-01-18,21135.01,21650.21,20370.01,20674.29,34600.25647175,19573.364891256515,18437.11834759546,1136.2465436610546,761.8217096149698,374.4248340460848,,,,85.63261858850592,,,591.4794512703038,278746.0212115301
2023-01-19,20674.03,21197.0,20656.52,21084.22,23436.75404601,19805.804138755513,18633.19995147728,1172.6041872782334,843.9782051476225,328.62598213061096,,,,87.02804610991544,,,587.836633322425,302182.77525754005
2023-01-20,21084.05,22754.73,20865.64,22669.81,32810.59587882,20246.420425100816,18932.208103219702,1314.212321881114,938.0250284943208,376.18729338679304,22871.263217524076,18728.5485,14585.833782475926,90.7644775040942,18728.5485,,680.7833023708232,334993.37113636005
2023-01-21,22671.09,23375.6,22432.45,22789.37,32657.60500465,20637.643436623766,19217.9237992775,1419.7196373462648,1034.3639502647097,385.35568708155506,23429.305268795822,19037.438000000002,14645.570731204181,90.9755596907441,19037.438000000002,,699.5237807729071,367650.97614101006
2023-01-22,22789.34,23082.82,22298.15,22714.87,25548.28914044,20957.216754066267,19476.956851182873,1480.2599028833938,1123.5431407884466,356.71676209494717,23874.97844607377,19339.834,14804.68955392623,89.60132908840296,19339.834,,705.6056535748422,342102.68700057006
2023-01-23,22714.81,23180.55,22500.01,22920.29,32380.77464386,21259.228022671454,19732.018565910068,1527.2094567613858,1204.2764039830345,322.93305277835134,24273.401900886412,19652.375,15031.348099113588,90.04773304156649,19652.375,,703.8152497480678,374483.46164443006
2023-01-24,22920.67,23165.56,22460.17,22636.17,39180.10567306,21471.065249952768,19947.140894361175,1523.9243555915928,1268.2059943047461,255.71836128684663,24547.958103119126,19941.9625,15335.966896880875,84.63585093689315,19941.9625,,703.9277319089204,335303.35597137007
2023-01-25,22636.19,23824.66,22326.24,23062.36,38496.91631901,21715.879826883112,20177.897865149236,1537.9819617338762,1322.161187790572,215.82077394330418,24815.72316052237,20253.796000000002,15691.868839477633,85.99550700881028,20253.796000000002,,760.6771796297116,373800.2722903801
2023-01-26,23062.36,23287.38,22853.61,23010.47,30187.01702655,21915.047545824174,20387.718023286332,1527.3295225378424,1363.1948547400261,164.1346677978163,24998.035906665886,20556.9165,16115.797093334115,85.00911140117047,20556.9165,,737.326666799018,343613.25526383007
2023-01-27,23011.37,23511.9,22540.76,23084.4,27185.13487749,22094.947923389685,20587.472243783643,1507.4756796060428,1392.0510197132296,115.42465989281322,25097.31514329575,20864.018000000004,16630.720856704258,85.26837863565221,20864.018000000004,,754.0276191705169,370798.39014132007
2023-01-28,23084.38,23196.99,22884.0,23028.95,7466.33930339,22238.640550560503,20768.322447947816,1470.3181026126877,1407.7044362931213,62.61366631956639,25108.60001253504,21159.206500000004,17209.812987464968,84.09361949864393,21159.206500000004,,722.5249320869087,363332.05083793006
2023-01-29,23029.56,23966.0,22974.75,23745.8,20952.76361397,22470.511235089656,20988.876340692423,1481.6348943972334,1422.4905279139437,59.14436648328979,25122.880934034176,21487.5975,17852.314065965824,86.65359865646167,21487.5975,,741.7195797949868,384284.8144519001
2023-01-30,23744.34,23802.99,22500.0,22836.03,34312.28644397,22526.74489122971,21125.702537678168,1401.0423535515438,1418.2008930414638,-17.15853948992003,24895.5166449326,21757.224,18618.931355067398,71.02959280739735,21757.224,,781.810324095345,349972.5280079301
2023-01-31,22836.03,23313.23,22719.68,23128.86,22721.77475761,22619.37798488668,21274.084571924228,1345.2934129624518,1403.6193970256616,-58.32598406320972,24643.477106243212,22016.453499999996,19389.42989375678,72.7337137675261,22016.453499999996,,768.3631580885346,372694.3027655401
2023-02-01,23127.15,23813.57,22760.0,23735.97,20292.22416962,22791.16137182719,21456.4464554854,1334.7149163417926,1389.838500888888,-55.123584547095334,24532.0697106082,22260.8645,19989.6592893918,75.89902831332006,22260.8645,,788.735075367925,392986.5269351601
2023-02-02,23735.97,24262.18,23367.87,23493.84,16368.92138269,22899.26577616147,21607.364495819813,1291.9012803416554,1370.2510567794416,-78.3497764377862,24489.690983996854,22438.812500000004,20387.934016003153,72.29439248101153,22438.812500000004,,796.2761414130733,376617.6055524701
2023-02-03,23497.29,23720.0,23208.01,23433.54,14215.66842983,22981.461810598164,21742.636755388718,1238.8250552094469,1343.9658564654428,-105.14080125599594,24534.338453807202,22562.6385,20590.9385461928,71.38513608468271,22562.6385,,775.9699884549967,362401.9371226401
2023-02-04,23433.47,23589.67,23257.71,23328.87,3567.13007478,23034.90922435229,21860.135514248814,1174.7737101034763,1310.1274271930495,-135.35371708957314,24515.88690111521,22685.097,20854.307098884794,69.74535217980936,22685.097,,744.2549892796397,358834.80704786006
2023-02-05,23329.47,23433.2,22758.01,22936.34,6574.34533251,23019.74472829809,21939.854365045197,1079.8903632528927,1264.0800144050181,-184.1896511521254,24463.904975397636,22772.539,21081.173024602365,63.82428361829085,22772.539,,739.3217757596657,352260.46171535004
2023-02-06,22936.34,23163.05,22637.51,22764.07,12149.94486314,22980.41015471377,22000.90737504185,979.5027796719187,1207.1645674583983,-227.66178778647964,24360.32145761123,22853.926,21347.53054238877,61.362175884678024,22853.926,,724.0516489196897,340110.51685221004
2023-02-07,22763.42,23348.73,22748.11,23244.67,9803.34759825,23021.065515527036,22093.037939853566,928.02757567347,1151.3371691014127,-223.30959342794267,24092.243907218475,22982.445,21872.646092781524,65.37516193854475,22982.445,,715.2351025682832,349913.86445046007
2023-02-08,23244.64,23451.01,22669.09,22964.38,7693.59195866,23012.344666984416,22157.581796160706,854.7628708237098,1092.0223094458722,-237.2594386221624,23736.70379461811,23076.453,22416.20220538189,61.37173496806983,23076.453,,719.9983095276914,342220.2724918001
2023-02-09,22963.91,23011.18,21700.0,21800.63,19277.239648,22825.927025909892,22131.140922371025,694.7861035388669,1012.5750682644712,-317.7889647256043,23890.808221732466,23032.994,22175.17977826753,48.17950435344323,23032.994,,762.2255731328563,322943.0328438001
2023-02-10,21800.62,21942.41,21467.43,21628.97,12641.59512641,22641.779791154524,22093.94307626947,547.8367148850557,919.6273975885881,-371.7906827035324,24035.24896100932,22974.974,21914.699038990675,46.58867253964352,22974.974,,741.7080321947951,310301.4377173901
2023-02-11,21628.97,21904.0,21605.35,21863.73,4695.91143894,22522.079823284595,22076.89025580506,445.18956747953416,824.7398315667774,-379.55026408724325,24099.58689141037,22932.416999999998,21765.247108589625,49.065597401822686,22932.416999999998,,710.0610298951669,314997.34915633005
2023-02-12,21863.73,22091.88,21631.0,21789.8,5990.68642903,22409.42138893312,22055.624310930612,353.79707800250617,730.5512808539232,-376.75420285141706,24150.121476430006,22875.8925,21601.663523569998,48.30586506274889,22875.8925,,692.2623849026551,309006.6627273001
2023-02-13,21789.79,21903.03,21366.45,21789.14,13246.3049252,22313.993482943406,22035.884732343162,278.1087506002441,640.0627748031874,-361.9540242029433,24194.660792785246,22833.541,21472.421207214757,48.298675099798594,22833.541,,681.1422145524654,295760.3578021001
